10000 7
A	B	C	D	E	F	Class
iq	aeb	oi	oq	yu	ala	c5
ahm	xn	s	ob	aha	se	c4
ajv	aba	ago	ij	aky	aam	c2
bq	aba	hx	mr	d	acn	c2
abg	ng	aeq	df	ajf	adn	c3
vs	xn	yt	tl	fn	rz	c4
sg	aeb	ja	al	aib	aam	c5
kl	ng	g	hd	abg	ix	c3
adw	xn	acw	tb	ah	zk	c4
qy	xn	ags	ks	yt	yh	c4
sb	xn	bn	gy	gh	dk	c4
wm	aba	vt	vp	if	acn	c2
kj	aba	hu	il	sl	dh	c2
akl	ng	xb	ahj	fo	ajp	c3
up	ng	zq	n	as	ap	c3
agd	aeb	tu	rm	zf	sj	c5
afv	aeb	ax	uv	li	uy	c5
zf	xn	yu	xg	ajj	vu	c4
zq	aba	xi	lz	wf	ox	c2
aas	aba	aip	c	tg	oi	c2
aep	xn	bc	pj	acj	pe	c4
ez	ng	uh	sm	aes	fw	c3
hg	ace	sf	yy	vv	uj	c1
aiy	aeb	st	aei	ka	uh	c5
qd	ace	ok	ajr	acj	in	c1
yy	ace	ku	mb	aho	alk	c1
akq	xn	rs	xr	yp	mx	c4
bb	ng	pt	aaw	zu	qi	c3
afg	aba	xf	zn	abf	pc	c2
akm	aba	pk	aao	aiu	bc	c2
c	xn	wq	wt	acl	aaa	c4
ai	ng	pg	mr	ahs	rq	c3
abe	xn	ago	mj	dw	ali	c4
ct	ace	aea	bm	td	aca	c1
sb	ace	aci	jw	aky	acv	c1
km	aba	xl	acd	le	xf	c2
ce	xn	jf	za	bh	cu	c4
adn	aba	lq	xm	aif	act	c2
kx	ace	ce	px	fc	rj	c1
qn	ng	bs	sg	aai	adw	c3
ahq	aeb	nh	wt	it	akr	c5
ty	ace	er	se	mw	wr	c1
hn	xn	agl	qg	of	afr	c4
vg	ace	aja	hg	kg	uo	c1
afy	aeb	ajq	akc	wn	bw	c5
cc	aba	fj	id	kc	ajq	c2
ahg	ng	wj	mf	vx	qg	c3
adq	xn	nc	adg	kg	k	c4
ih	aeb	ss	or	dq	pi	c5
gj	ace	agi	aap	lg	adc	c1
fp	ace	qh	gz	jz	ajs	c1
l	aeb	vl	wk	ack	vk	c5
io	xn	rk	agu	qv	agt	c4
fi	aba	sr	wv	ka	yj	c2
aau	xn	ado	z	ag	db	c4
adf	ace	acf	fb	ht	xs	c1
pi	ace	gs	aje	if	fm	c1
wd	xn	pp	ki	ot	y	c4
gf	aeb	wk	gf	dt	abl	c5
kl	xn	qf	bk	ta	ahn	c4
agq	xn	jh	aey	afb	s	c4
xb	xn	aha	afi	adp	afi	c4
afz	ace	ge	ji	kb	hc	c1
wk	ace	ur	bu	ft	jg	c1
adk	ace	jq	bw	te	ld	c1
dt	aba	cg	acu	ou	ahq	c2
acb	aeb	aio	dj	vr	ea	c5
hd	aeb	ti	pn	ee	cw	c5
jk	aba	rv	gl	aiu	aag	c2
lh	ng	aeh	agh	ov	eo	c3
aao	aba	nm	ue	ie	ri	c2
zc	aeb	zr	de	bu	aaw	c5
afd	xn	aht	iu	pa	agk	c4
gh	aba	tf	ajs	gg	df	c2
cw	xn	ik	ar	hs	aaa	c4
sg	ng	ut	ahl	zz	po	c3
tk	aeb	aen	nf	bc	sz	c5
sd	aba	tq	a	jr	ahf	c2
iv	ng	qb	ahn	kb	fj	c3
vh	aeb	mi	agr	rr	alk	c5
ahx	aba	agd	f	ni	de	c2
cr	aba	ma	qb	pt	gh	c2
it	ace	ajn	pk	yr	acb	c1
akb	ng	aek	wd	nu	ln	c3
jh	aba	sv	gs	yg	aja	c2
aep	xn	ae	ym	akg	acn	c4
acf	ng	zy	ei	nf	ajy	c3
aiw	ace	acy	dg	xr	zl	c1
tv	ace	nf	adi	wi	fe	c1
tm	aba	td	dw	bp	vj	c2
gf	ace	pl	aiv	qm	mx	c1
rb	xn	aii	gk	aiz	akx	c4
un	xn	om	ck	uy	zy	c4
np	ace	ni	rd	hn	aht	c1
tw	ng	jz	aae	ri	ada	c3
cd	ace	xe	aci	ny	ai	c1
adf	xn	um	wq	ky	zk	c4
iw	ng	agh	ue	oi	uz	c3
ea	ng	acu	og	ig	ux	c3
hr	aba	abb	alk	q	abe	c2
ax	ng	zn	jc	ay	bo	c3
ajc	aba	cy	pr	adp	cc	c2
acg	xn	oz	dx	aas	j	c4
ade	ace	fr	abm	dw	aem	c1
lf	xn	jb	tw	px	afn	c4
abe	aeb	dd	zc	rp	abx	c5
cb	aba	ki	ck	yt	ajd	c2
aim	aba	gk	aai	ow	agg	c2
y	aeb	te	nz	ada	xq	c5
adc	ng	nh	qe	cj	jj	c3
wc	xn	if	nj	hg	s	c4
vs	xn	sy	acn	act	hq	c4
fg	ng	mq	lh	ui	abl	c3
ut	xn	dr	ey	aat	pk	c4
gg	ng	jm	ajj	tr	vh	c3
ij	aba	vm	bd	gm	wq	c2
agy	xn	wl	mv	uc	hd	c4
pz	aeb	ew	ps	nr	ck	c5
wh	aba	bp	lt	yk	aan	c2
ex	aeb	ajy	qu	akj	ajy	c5
kx	aeb	rh	abh	ed	lo	c5
adc	aeb	jv	q	ahn	afp	c5
dr	ng	vl	ob	akd	ahv	c3
afb	ng	ajz	air	qy	ti	c3
ci	xn	hg	pk	afy	dd	c4
tt	ace	zc	ha	aez	rw	c1
tp	ace	qg	aba	mx	kt	c1
us	xn	aap	ly	at	ti	c4
wy	ng	ve	ais	he	ox	c3
adi	ng	kl	abf	mf	ig	c3
zt	aba	fl	aen	dz	nt	c2
an	aeb	ic	agm	xd	la	c5
oc	xn	po	ae	kr	ajc	c4
acc	ace	xc	tn	ke	acf	c1
fw	ace	ajl	alj	tp	ol	c1
yl	aba	abh	agv	zb	sw	c2
akk	ace	qe	acu	ia	zg	c1
aiq	aeb	wl	wa	aee	nr	c5
dm	ace	ar	agg	ado	ya	c1
wl	aeb	cw	wm	ajx	abl	c5
afi	aeb	uz	vz	jm	if	c5
xh	aeb	is	ala	ep	afz	c5
add	xn	abv	aac	hf	dd	c4
ok	aeb	uq	lo	aho	gy	c5
yz	ng	ald	abb	qs	ags	c3
di	ace	jb	abz	aju	agg	c1
aie	aeb	vl	dw	lc	st	c5
co	aba	ain	ui	ajb	zl	c2
ade	ace	gu	jx	ac	pr	c1
ss	ace	aem	ahq	fg	kx	c1
lc	aeb	fp	nw	zu	aam	c5
we	xn	dy	aji	ach	wx	c4
aja	xn	afi	ail	oq	gl	c4
ajn	xn	agq	uu	bi	jx	c4
hq	aba	akb	cn	akk	ro	c2
agg	ng	afz	aec	ahj	aej	c3
g	aba	od	fj	dc	abt	c2
su	aeb	gg	af	gb	bf	c5
vj	ace	ajl	aez	us	hm	c1
acu	ace	aet	aje	aks	ku	c1
gv	ng	tp	dd	jz	yt	c3
bu	aba	ajr	yo	aay	ju	c2
od	aba	lf	xa	tu	aap	c2
va	ace	xd	jr	tf	wv	c1
acn	ng	qd	xd	tv	gi	c3
abh	aeb	oq	abw	fv	ez	c5
ni	ng	abs	dv	qb	aje	c3
kk	aeb	rl	ew	aiw	aes	c5
d	xn	oy	dn	ww	adz	c4
hu	ace	jj	yy	afr	aeb	c1
bb	xn	agu	tf	aak	qw	c4
js	xn	agb	agw	lp	agu	c4
ta	xn	sf	add	jg	qm	c4
ll	ng	ov	cp	adz	acx	c3
ea	aba	yq	ay	ld	dg	c2
ain	ng	xr	abl	xt	aiq	c3
eb	xn	bi	abp	acq	akz	c4
abr	aba	rw	wr	bf	ajs	c2
yg	xn	up	mn	xe	la	c4
ack	aeb	nn	aax	eq	ud	c5
agj	xn	fs	vl	adj	yp	c4
ht	ng	adw	rq	eh	abc	c3
nj	xn	xa	abp	akm	tc	c4
rx	aba	fl	aks	acr	afl	c2
acg	aba	bv	xv	mc	lb	c2
wz	aeb	uh	aje	hc	px	c5
fv	aba	acz	ahl	ao	ahu	c2
jz	ng	wx	ng	alg	ir	c3
jw	ace	ve	ahv	bt	hr	c1
we	ng	aag	ahd	wb	vq	c3
c	aba	pj	ahd	lp	ahw	c2
ye	ng	fq	el	gn	aja	c3
oz	ng	acy	aat	ei	iu	c3
pj	xn	sz	qo	im	fl	c4
fq	aba	alb	pu	adr	au	c2
su	xn	fd	ain	aab	ls	c4
q	ace	afp	lb	nx	vd	c1
agr	ace	ou	afs	uo	vr	c1
ahf	ng	d	bd	xo	ald	c3
abt	xn	lm	ct	ra	is	c4
th	aba	pd	uw	ug	ii	c2
uf	xn	ade	zo	agl	kl	c4
vh	xn	nv	gt	ie	se	c4
va	ace	mr	aeu	gu	og	c1
xn	aba	yk	mp	aeo	xi	c2
qt	ng	ki	fu	gp	zh	c3
xb	ng	adf	jp	rg	aho	c3
el	aba	agh	ah	lp	ef	c2
zo	ng	ko	cz	aw	xf	c3
ia	ace	us	aem	cz	aim	c1
aba	aba	pa	gt	abo	dn	c2
afc	ace	nq	xa	alg	ahw	c1
wb	ng	akc	il	ajt	adq	c3
ajd	ace	du	aky	pa	qv	c1
eb	aeb	nd	ko	br	adz	c5
akn	aeb	ail	dd	ph	ez	c5
wm	aba	lt	es	abj	zt	c2
aed	aba	tx	ajb	aaj	acj	c2
adt	aba	ki	n	gh	qd	c2
wx	ace	dt	agx	aif	af	c1
lu	xn	vt	tm	jw	agw	c4
kq	aba	nt	tq	yp	ih	c2
ahj	aeb	abc	ue	be	xh	c5
aei	ng	pn	ol	xy	am	c3
gc	ng	px	ads	aey	lf	c3
nj	xn	or	lg	agv	kk	c4
vn	aba	qv	ahl	jt	iu	c2
t	xn	ar	abf	nr	vz	c4
ml	ace	js	aev	adn	au	c1
uk	aeb	xq	qm	pe	he	c5
ain	ng	an	gr	i	adg	c3
uj	xn	rb	afv	acg	gv	c4
ci	aeb	lw	zb	ee	yp	c5
ald	ng	adf	ij	kt	lr	c3
aci	ace	cg	ak	aca	ax	c1
ady	aeb	xs	gi	co	lq	c5
u	aeb	au	bj	iu	afu	c5
sb	xn	qr	k	akw	se	c4
if	ace	xm	oz	bd	aji	c1
agz	ace	aha	dw	sf	acc	c1
abp	aba	fv	acx	yv	aev	c2
akj	aeb	aci	gt	bo	mk	c5
az	ace	ail	ym	kk	aj	c1
ahf	aba	bq	qw	yh	alk	c2
acj	ace	agd	act	ze	adn	c1
p	aba	pl	xi	s	aew	c2
si	aba	hz	ls	ahl	fa	c2
aan	ace	aev	uc	av	sr	c1
vt	xn	afb	ou	ahg	uy	c4
ve	ace	aar	sz	go	aia	c1
uo	xn	zf	gh	uh	vs	c4
abq	aeb	kc	aw	yy	md	c5
ut	xn	ale	adx	wf	ky	c4
yz	ace	hc	el	agx	adu	c1
aao	xn	qw	ahu	aha	uk	c4
kj	ng	ku	lr	rg	yw	c3
bl	ng	qz	akc	aji	tk	c3
abr	ng	ack	ajv	ail	aji	c3
mf	xn	acf	vm	aa	afd	c4
w	ace	pm	gl	uj	acv	c1
ajn	aba	rf	qm	aeq	ch	c2
ts	aba	po	cf	qg	aix	c2
mb	ace	agc	sh	tg	nx	c1
cn	ng	afk	iq	adg	lz	c3
afd	ace	qu	ue	ajj	g	c1
u	aeb	mk	pf	aio	cm	c5
zd	aeb	uf	xs	adm	tf	c5
aji	aeb	cz	acv	aeu	an	c5
aao	aeb	yo	ve	qi	vm	c5
tg	aeb	ls	ee	tx	hd	c5
aii	xn	bq	xg	wb	am	c4
gh	aeb	dk	aih	lh	agw	c5
rj	aba	act	mu	fs	ft	c2
ail	ace	aq	aay	acz	dr	c1
ago	aeb	akb	aht	ahh	cc	c5
cq	ace	ao	gv	zb	afz	c1
bd	xn	akn	ke	io	ia	c4
wo	aeb	afc	abt	tx	pv	c5
pl	aeb	wj	k	my	ln	c5
xt	xn	aem	ql	qr	ve	c4
adz	xn	cy	rc	abv	akz	c4
pp	ng	ve	ji	akk	bk	c3
ps	ng	tw	um	alk	jg	c3
ais	ace	aft	gr	jz	wn	c1
ahp	aeb	op	q	oq	kr	c5
hp	aeb	xz	dq	akp	qm	c5
adq	aeb	aba	afs	acd	jw	c5
eg	aeb	ah	hs	es	vb	c5
ahh	ng	so	hh	mg	hm	c3
dq	aba	ok	tp	sf	afm	c2
lq	ng	xv	acm	pf	zz	c3
zg	aeb	ut	ado	adv	aeo	c5
zx	xn	aca	kc	fw	uj	c4
dx	ng	ro	cn	fe	jz	c3
aak	aeb	ad	akb	ki	lt	c5
mu	xn	bk	aei	gl	oz	c4
ahx	aeb	mi	wo	fg	ez	c5
ym	ace	af	yx	cw	hz	c1
wp	xn	qa	rx	aeh	de	c4
mx	aeb	pp	aef	ajh	ain	c5
gn	ng	akl	np	s	a	c3
ahs	aeb	kj	acq	al	iv	c5
zz	xn	kk	ep	mn	ads	c4
aav	ng	ch	aht	eb	agi	c3
abe	aeb	adg	mg	tl	du	c5
fz	xn	na	yo	ws	jo	c4
gl	ace	ds	cp	b	akk	c1
eq	xn	up	qr	aev	qs	c4
bd	aeb	no	ct	ey	wc	c5
afr	xn	acs	uq	ne	rd	c4
wz	ace	yj	bl	aiu	od	c1
ox	ace	akg	kb	mc	abl	c1
rp	ace	qi	aci	dy	abm	c1
ahz	xn	akj	ke	ada	abr	c4
vj	aeb	uo	zh	go	bo	c5
aia	xn	gd	pz	w	jw	c4
aco	aba	fl	iz	afq	xv	c2
aen	ace	afi	abv	nv	ns	c1
gq	ace	vq	aaz	tr	ql	c1
jl	aeb	hg	ox	ct	abg	c5
akt	ng	eq	afi	cn	ajy	c3
di	ng	dx	aad	au	ahv	c3
uo	ng	ahp	ox	qo	dd	c3
qt	ng	ym	br	aey	aff	c3
sr	xn	aju	hb	akg	uw	c4
ald	aeb	di	akh	aeg	abj	c5
ahf	ace	oc	te	abf	qd	c1
aat	ng	os	fy	te	cx	c3
qm	ace	ba	xo	aks	ik	c1
eb	aeb	ajy	nj	zc	nx	c5
mi	xn	ahz	aar	zw	yo	c4
aep	aeb	aip	te	qf	ahe	c5
kb	aba	afy	rx	aep	pi	c2
cp	aeb	yd	abk	aid	aix	c5
rz	aba	ahj	zj	bn	rr	c2
acg	ng	pn	afi	aay	am	c3
yo	aeb	et	aeq	aft	ali	c5
xi	aba	yl	cr	ok	gp	c2
ok	ace	aca	acq	aap	ld	c1
cs	aeb	zw	km	akt	kr	c5
ax	xn	aiv	gh	yx	afq	c4
aht	xn	jo	xz	agw	xy	c4
cd	aba	yi	q	uj	mx	c2
ar	aeb	oh	aho	ajl	mn	c5
az	xn	gp	ako	qy	ed	c4
ahj	ng	fg	bj	of	ye	c3
mv	ace	adr	jf	ye	ake	c1
qi	xn	zs	jz	kp	xh	c4
du	ng	acr	abq	acv	mb	c3
fe	aba	ahr	v	nq	yo	c2
sr	aba	abh	zc	xf	ahv	c2
hy	ng	uk	afj	ij	afi	c3
nn	aeb	w	akz	bc	dl	c5
o	ng	b	gs	ji	ua	c3
xa	aba	mq	ao	cf	gh	c2
ll	ace	ajg	aba	kn	kh	c1
act	xn	jj	bj	ha	agr	c4
eu	xn	hn	to	vi	ajk	c4
uy	ace	dk	aem	ou	mb	c1
ch	aba	jw	pb	z	iv	c2
afz	xn	qh	uv	afj	m	c4
qh	aba	px	uz	aiy	aik	c2
u	aeb	ahu	agl	qd	nr	c5
ij	xn	wi	qc	qf	dt	c4
nb	aeb	yf	ts	nb	pq	c5
mt	aba	aia	ags	kt	pl	c2
akn	xn	iv	ahf	uy	wt	c4
ik	xn	aku	aiy	ady	rc	c4
aai	aba	aca	au	j	gm	c2
gb	ng	aky	ho	ag	abb	c3
wn	ace	dh	je	aet	wu	c1
uh	aeb	ahz	mi	rz	agx	c5
hq	xn	jr	hr	pk	abo	c4
sm	aba	in	rp	it	nu	c2
afr	ace	agu	uv	th	ys	c1
iu	aeb	aiw	aav	xe	zd	c5
xc	xn	ed	aiv	xq	bo	c4
ey	aeb	wz	aan	ve	aku	c5
ft	ng	en	ah	gu	v	c3
aho	aba	jm	in	aab	dg	c2
aij	ace	wm	aau	aax	aai	c1
jb	ace	afm	ir	nd	all	c1
q	xn	age	io	wt	agp	c4
fq	ace	akx	ru	alg	ap	c1
yc	ace	km	ng	zi	afm	c1
jr	ace	akp	si	bi	fl	c1
ax	ng	gw	afi	em	wn	c3
uz	ng	nn	oc	nj	oe	c3
ox	xn	sq	tx	up	jk	c4
wp	ng	sd	rv	tx	qe	c3
op	aba	un	jx	r	bv	c2
o	aba	zj	ack	sj	ga	c2
wy	ace	akq	uv	ajs	abs	c1
tp	xn	wg	pw	eq	qm	c4
cm	xn	ahh	ax	vc	yh	c4
zx	aeb	xx	air	fv	yd	c5
iy	xn	abz	xo	um	ck	c4
zl	aeb	aih	ra	afk	agg	c5
fi	aba	k	hq	wr	ahd	c2
ok	ace	tk	bs	dk	nt	c1
mh	ace	adr	oj	zy	do	c1
dv	ace	ks	j	mf	xg	c1
hq	xn	akf	yu	aao	zw	c4
acx	aba	ur	acj	ux	vh	c2
aat	ace	sr	qt	pd	qr	c1
mq	ng	hn	xi	im	xq	c3
vi	ng	va	uw	aai	eh	c3
alf	xn	q	yu	yi	cj	c4
pj	aba	aao	akn	lr	ake	c2
wl	ace	ex	jj	agh	abv	c1
yk	aba	ok	kr	qc	uh	c2
jd	aba	lq	aih	wq	abg	c2
vg	ng	sy	ro	uk	ahv	c3
rt	xn	va	ajl	afi	abu	c4
acf	xn	ij	aav	pp	abl	c4
aak	xn	xk	as	fv	vo	c4
acd	ng	alh	xg	qz	bp	c3
mn	aeb	ro	bp	aii	ip	c5
ex	xn	cf	wu	nm	afb	c4
aea	aba	wz	pl	ua	dk	c2
bt	xn	ll	kt	aeo	tf	c4
fy	ng	ln	agr	ajf	jz	c3
do	aba	sl	ek	alb	sj	c2
kf	aba	gj	jk	acl	nd	c2
qe	aba	on	ahd	xa	lf	c2
je	ace	wb	ahr	ik	xq	c1
aga	ng	pz	z	abh	aal	c3
fv	xn	wr	oi	ahh	fs	c4
os	xn	gw	xi	li	afh	c4
tx	aba	na	fu	nj	ajq	c2
dn	aeb	ahe	agn	rh	ags	c5
pl	aba	yu	ux	adt	xg	c2
ew	aba	hy	jh	oz	kl	c2
br	ace	qm	xb	yr	aix	c1
fm	ace	jk	agl	wz	aix	c1
ec	aba	ahz	ur	fb	ra	c2
bb	xn	ai	ec	cl	akf	c4
aiv	aba	bl	ch	uf	akf	c2
mf	ace	tu	ds	yw	afk	c1
yb	aba	ni	fb	ahj	ajc	c2
wq	aba	sq	om	pk	ap	c2
aee	aba	ack	ke	abg	xq	c2
ze	aba	tb	aas	yc	lr	c2
ka	ng	agu	l	alk	c	c3
akc	xn	wv	ain	fw	kd	c4
wl	xn	rm	pm	sg	adj	c4
j	aeb	q	aaj	tj	afl	c5
cj	ace	hh	nn	oq	adj	c1
pl	xn	zv	aew	uk	agp	c4
mu	ace	nu	wu	kr	vi	c1
afg	ng	ox	af	v	rt	c3
sz	ng	xx	ni	hf	ny	c3
ahb	ng	adt	abv	wy	lw	c3
aia	ace	ajc	ahc	hn	cu	c1
em	aeb	fw	abc	jn	adv	c5
pd	xn	ais	afu	dd	fo	c4
ajy	aeb	bh	ake	agt	add	c5
c	aba	aea	akl	by	ze	c2
cf	xn	hp	abc	ae	qr	c4
vu	aeb	am	aeu	ek	zh	c5
acm	aba	aih	ej	uy	tp	c2
agp	ace	dl	akd	cx	zd	c1
jm	ace	ui	do	afa	bu	c1
abo	aeb	lc	alg	pi	adb	c5
zj	ace	afi	kf	afq	hn	c1
alh	aba	acn	hh	xt	ys	c2
ne	xn	lc	cz	zx	agz	c4
pv	xn	akt	acw	aeu	te	c4
oa	ace	bv	adu	aen	ys	c1
ic	ng	fm	gm	fh	ie	c3
hi	xn	acs	ke	gw	or	c4
ri	ace	ais	adw	abm	aat	c1
bu	xn	mr	nu	c	nc	c4
et	ng	afw	st	vf	afk	c3
ze	aba	rr	yw	xf	hv	c2
x	ng	gy	aha	aea	afm	c3
lo	xn	akj	ho	ahy	ie	c4
ov	ng	fc	zs	w	zm	c3
ws	ng	zh	qi	wa	aez	c3
dz	aeb	ji	ka	oj	aga	c5
xf	ace	dd	vt	bw	aht	c1
dz	ace	agy	n	rz	dh	c1
afh	xn	td	wu	ru	na	c4
aec	aba	ts	qu	ry	akj	c2
od	ng	ae	al	ahy	acz	c3
abl	ace	jl	vc	na	dw	c1
jr	xn	xg	aas	abc	ya	c4
uq	ace	bl	ja	oa	g	c1
xt	xn	ca	ld	ahf	cj	c4
dh	aba	vs	ji	aca	de	c2
ga	ng	aho	aag	tq	ci	c3
ui	aeb	add	aib	aiu	nt	c5
aii	aba	ahh	ajl	bo	di	c2
aic	ace	ahj	uc	xa	vl	c1
ajl	aeb	ahe	aaz	pi	zl	c5
kw	aba	kx	rk	gp	kv	c2
xi	ng	ot	tg	hs	ns	c3
ahc	ace	afp	rj	abb	rj	c1
aij	ng	aip	wb	pe	acy	c3
zg	ng	ajp	akb	fh	abp	c3
gp	ng	ns	ex	qr	aej	c3
aio	ng	wx	acb	ki	vd	c3
eh	xn	zb	aie	abs	ho	c4
yt	aba	rq	ke	ajf	ahq	c2
vm	aeb	adh	ait	lk	kw	c5
kf	ace	fl	ahb	bc	oc	c1
aga	ace	lj	agv	ab	ahk	c1
pd	aeb	vl	v	sj	dp	c5
abj	xn	sv	bx	aiq	aem	c4
lf	aeb	zf	ba	a	zk	c5
acl	aeb	ku	nh	jl	bo	c5
uc	ng	ade	ao	abf	bh	c3
uz	ng	akq	on	vy	fw	c3
bw	aba	adz	fk	ok	ajh	c2
ajg	aeb	ah	en	wu	td	c5
abb	xn	s	acf	aeb	qd	c4
av	ace	cd	aei	wp	aem	c1
acm	ace	bb	aix	l	yz	c1
agr	xn	ajk	yq	zv	wt	c4
pp	aeb	kc	qh	fe	rw	c5
pi	xn	dk	za	aai	lm	c4
aiv	aba	cu	hh	ws	li	c2
sj	ace	oh	akp	tt	ahr	c1
oc	aba	abx	sg	ip	nm	c2
ajz	aeb	alk	hy	wp	os	c5
jq	xn	aeh	aet	nx	ci	c4
rc	aeb	hw	adq	ajz	acx	c5
sq	xn	zs	cm	ahb	mx	c4
adf	aba	tm	aku	bn	u	c2
re	aba	i	us	ajn	vx	c2
qo	ace	fs	abt	aen	my	c1
xi	ng	oy	ve	fh	yw	c3
abt	ng	ws	aci	li	gj	c3
mv	ng	afd	aas	lh	akc	c3
tn	ace	ob	bd	gr	cq	c1
ze	xn	xw	agx	yv	akr	c4
akf	ng	gd	mt	ov	acw	c3
lj	ace	ao	ur	jp	sx	c1
yv	aba	act	ym	wt	agn	c2
oj	ace	us	c	hw	ec	c1
td	ng	aen	u	mu	ago	c3
ur	aba	k	d	tp	j	c2
wt	aeb	aii	nq	nm	vi	c5
ap	aeb	aar	gr	ts	abg	c5
abv	aba	ahp	tn	ks	ahf	c2
or	aeb	aei	ua	age	ajb	c5
xw	aba	n	aba	z	b	c2
acs	aba	ei	ne	aas	ahl	c2
afg	aeb	ahh	dt	da	kf	c5
zs	aba	wr	afv	afv	sp	c2
aa	aba	acz	qg	ga	gp	c2
wk	ace	aeh	agk	mp	bb	c1
qd	aeb	aw	aja	ads	dc	c5
aay	aba	vf	qo	jh	nb	c2
gf	aba	cv	aer	aki	aht	c2
aio	xn	nx	aaz	rs	xx	c4
wk	aeb	aep	dj	ec	xe	c5
afe	ace	jd	aet	ay	oe	c1
qv	aeb	by	wi	aej	fe	c5
dj	ace	cf	abr	aif	yd	c1
ku	aba	ss	by	afw	ca	c2
um	aeb	agq	adt	ms	aas	c5
ig	xn	cz	li	bi	wh	c4
adv	ng	ds	yp	dw	afx	c3
ald	xn	ahb	ki	fm	uu	c4
bt	aba	ex	ab	iw	bi	c2
hb	aeb	ys	tr	xe	aep	c5
gh	xn	si	cq	qx	ks	c4
wk	xn	fc	adj	yv	aec	c4
dy	ace	pr	mj	mc	sb	c1
fr	aeb	dl	nr	u	abo	c5
ajw	aba	mf	pw	cp	zv	c2
fv	aba	dy	mh	qu	alb	c2
ol	ace	akq	agj	ali	akv	c1
mo	ng	xo	oi	ge	ck	c3
aaq	ace	ago	hq	xm	yt	c1
up	xn	qe	do	lm	xs	c4
hn	ace	x	abg	ahw	qr	c1
adl	ace	or	ko	p	ya	c1
akg	aba	ys	jb	td	abr	c2
ts	ace	wc	ap	afn	ajk	c1
aiz	ng	ain	qu	aeu	zz	c3
kb	aba	aat	bf	gx	aq	c2
aei	xn	my	ev	bd	tv	c4
sr	ng	gc	lm	afp	ry	c3
dk	aeb	abi	ajf	hz	ro	c5
di	ng	on	r	uj	vu	c3
rv	aba	sr	ne	hm	aes	c2
al	aeb	ak	al	cu	ajs	c5
agm	ng	xg	yj	iv	qv	c3
acm	ace	abk	ajy	akq	xp	c1
acu	xn	za	eg	fq	aiv	c4
adm	ace	ahc	qt	fe	agl	c1
qw	xn	xs	aab	aat	it	c4
ql	ace	ako	ix	afh	acz	c1
lg	ng	yg	pw	ur	ze	c3
ke	xn	akr	zl	zy	pc	c4
ec	aeb	aix	bt	ka	zr	c5
v	ng	afy	dj	nk	gd	c3
jx	ng	um	ar	qa	bs	c3
ajd	ace	zg	fo	aw	aky	c1
rz	aba	ii	be	aaw	sf	c2
zm	aeb	wi	uj	of	abo	c5
abv	ng	zb	nn	cg	hy	c3
ja	ace	hj	ca	pp	agn	c1
afg	xn	ns	ze	pr	rh	c4
da	ace	alc	wz	ha	tt	c1
lt	ace	ye	nh	wy	kr	c1
ajs	xn	gw	agw	aba	ym	c4
ahv	xn	te	ui	rq	aca	c4
xp	ng	hy	aeq	vx	vd	c3
ds	ng	zd	gl	bt	ip	c3
bd	aba	ady	sx	aee	akv	c2
ags	aeb	lo	md	ve	or	c5
ou	ng	f	ix	adk	afv	c3
wr	ng	yw	aay	afc	jn	c3
aak	aba	ps	nj	oy	p	c2
qt	xn	xx	hd	aaf	ahm	c4
pa	aba	gn	ajt	fj	ta	c2
abb	xn	akc	aip	ahf	hy	c4
akk	aba	afx	sf	aez	adp	c2
p	xn	no	akh	ld	tn	c4
sm	ace	qm	sp	ade	r	c1
xj	ace	oo	hd	alc	uf	c1
xy	aba	bf	aci	yo	ajc	c2
ay	ng	sb	afq	ajg	pm	c3
gh	ng	ty	rt	di	oe	c3
ez	aeb	tz	fg	wd	em	c5
sy	xn	acr	acz	j	pn	c4
aiw	aeb	we	kh	adt	ug	c5
adu	aba	qj	abn	as	agy	c2
li	aeb	pp	aiy	nc	bq	c5
lw	ng	qp	kh	iq	gb	c3
pc	ng	om	mj	g	akd	c3
kz	ng	cn	fb	vm	ne	c3
zk	ace	agt	zo	dw	nw	c1
adt	ng	tp	um	kx	we	c3
ot	ng	yt	aez	ey	es	c3
ke	ace	aiy	an	akl	abb	c1
afh	xn	hx	ne	nt	kd	c4
xm	ace	ek	alh	aax	qj	c1
ov	aba	lo	je	gd	qb	c2
aid	xn	an	afg	be	zt	c4
zc	ng	aek	hh	nv	es	c3
of	ace	hv	aie	ec	wx	c1
adp	aba	tx	du	aau	cq	c2
we	aeb	an	wa	co	qt	c5
bx	aba	ali	aew	eg	ch	c2
aan	ace	alh	eo	afx	jt	c1
abw	aeb	yp	nn	ahb	nc	c5
cy	aeb	aaf	hx	agu	cb	c5
xf	aba	ut	aix	afl	aaw	c2
st	aba	h	vo	fg	gg	c2
sb	xn	aki	ny	kq	abb	c4
aeh	ng	qr	uq	aic	pm	c3
qo	aba	zu	ze	aeq	yb	c2
iv	xn	tz	zz	wu	xs	c4
afs	ace	zo	r	zf	aef	c1
yo	ng	afd	ky	yo	sf	c3
iq	aba	lb	aid	oa	q	c2
p	aba	kl	ahg	tw	ij	c2
agp	aeb	fv	ov	rr	uy	c5
bn	xn	abc	qz	ahv	agl	c4
ala	xn	adi	hq	f	xp	c4
aiv	ng	q	mv	sy	et	c3
fj	ace	jm	rf	qj	ajq	c1
